Date,US - SPX,VIX Index (Inverted),High Yield Spread (Inverted),IG - CCC (Inverted),US10Y-US02Y
2020-03-06,2972.3701171875,-41.94,-5.64,-10.85,0.25
2020-03-09,2746.56005859375,-54.46,-6.68,-11.66,0.16
2020-03-10,2882.22998046875,-47.3,-6.38,-11.11,0.26
2020-03-11,2741.3798828125,-53.9,-6.61,-11.38,0.32
2020-03-12,2480.639892578125,-75.47,-7.42,-12.22,0.38
2020-03-13,2711.02001953125,-57.83,-7.31,-11.93,0.45
2020-03-16,2386.1298828125,-82.69,-8.38,-12.79,0.37
2020-03-17,2529.18994140625,-75.91,-8.41,-12.580000000000002,0.55
2020-03-18,2398.10009765625,-76.45,-9.04,-13.22,0.64
2020-03-19,2409.389892578125,-72.0,-9.82,-13.65,0.68
2020-03-20,2304.919921875,-66.04,-10.09,-13.69,0.55
2020-03-23,2237.39990234375,-61.59,-10.87,-14.37,0.48
2020-03-24,2447.330078125,-61.67,-10.55,-14.36,0.46
2020-03-25,2475.56005859375,-63.95,-10.11,-14.18,0.54
2020-03-26,2630.070068359375,-61.0,-9.29,-13.4,0.53
2020-03-27,2541.469970703125,-65.54,-8.99,-13.09,0.47
2020-03-30,2626.64990234375,-57.08,-8.82,-13.07,0.47
2020-03-31,2584.590087890625,-53.54,-8.77,-13.62,0.47
2020-04-01,2470.5,-57.06,-9.11,-14.249999999999998,0.39
2020-04-02,2526.89990234375,-50.91,-9.17,-14.28,0.4
2020-04-03,2488.64990234375,-46.8,-9.43,-14.830000000000002,0.39
2020-04-06,2663.679931640625,-45.24,-9.26,-14.69,0.4
2020-04-07,2659.409912109375,-46.7,-8.88,-14.41,0.47
2020-04-08,2749.97998046875,-43.35,-8.81,-14.46,0.5
2020-04-09,2789.820068359375,-41.67,-7.96,-13.72,0.5
2020-04-13,2761.6298828125,-41.17,-7.7,-13.6,0.51
2020-04-14,2846.06005859375,-37.76,-7.35,-13.16,0.53
2020-04-15,2783.360107421875,-40.84,-7.64,-13.32,0.43
2020-04-16,2799.550048828125,-40.11,-7.58,-13.27,0.41
2020-04-17,2874.56005859375,-38.15,-7.31,-12.85,0.45
2020-04-20,2823.159912109375,-43.83,-7.52,-13.05,0.43
2020-04-21,2736.56005859375,-45.41,-7.9,-13.34,0.38
2020-04-22,2799.31005859375,-41.98,-7.85,-13.239999999999998,0.41
2020-04-23,2797.800048828125,-41.38,-7.87,-13.410000000000002,0.39
2020-04-24,2836.739990234375,-35.93,-8.03,-13.57,0.38
2020-04-27,2878.47998046875,-33.29,-8.01,-13.589999999999998,0.43
2020-04-28,2863.389892578125,-33.57,-8.02,-13.67,0.42
2020-04-29,2939.510009765625,-31.23,-7.87,-13.57,0.43
2020-04-30,2912.429931640625,-34.15,-7.63,-14.67,0.44
2020-05-01,2830.7099609375,-37.19,-7.7,-14.78,0.44
2020-05-04,2842.739990234375,-35.97,-7.79,-14.87,0.45
2020-05-05,2868.43994140625,-33.61,-7.6,-14.68,0.47
2020-05-06,2848.419921875,-34.12,-7.6,-14.739999999999998,0.55
2020-05-07,2881.18994140625,-31.44,-7.6,-14.71,0.5
2020-05-08,2929.800048828125,-27.98,-7.52,-14.66,0.53
2020-05-11,2930.18994140625,-27.57,-7.51,-14.7,0.56
2020-05-12,2870.1201171875,-33.04,-7.42,-14.47,0.52
2020-05-13,2820.0,-35.28,-7.61,-14.6,0.48
2020-05-14,2852.5,-32.61,-7.77,-14.68,0.47
2020-05-15,2863.699951171875,-31.89,-7.78,-14.7,0.48
2020-05-18,2953.909912109375,-29.3,-7.41,-14.44,0.55
2020-05-19,2922.93994140625,-30.53,-7.35,-14.44,0.53
2020-05-20,2971.610107421875,-27.99,-7.16,-14.26,0.52
2020-05-21,2948.510009765625,-29.53,-7.08,-14.23,0.51
2020-05-22,2955.449951171875,-28.16,-7.06,-14.23,0.49
2020-05-26,2991.77001953125,-28.01,-6.75,-13.99,0.51
2020-05-27,3036.1298828125,-27.62,-6.7,-13.84,0.49
2020-05-28,3029.72998046875,-28.59,-6.6,-13.62,0.53
2020-05-29,3044.31005859375,-27.51,-6.71,-13.72,0.49
2020-06-01,3055.72998046875,-28.23,-6.43,-12.19,0.52
2020-06-02,3080.820068359375,-26.84,-6.18,-11.74,0.51
2020-06-03,3122.8701171875,-25.66,-5.8,-11.12,0.58
2020-06-04,3112.35009765625,-25.81,-5.83,-11.14,0.63
2020-06-05,3193.929931640625,-24.52,-5.5,-10.760000000000002,0.69
2020-06-08,3232.389892578125,-25.81,-5.51,-10.76,0.66
2020-06-09,3207.179931640625,-27.57,-5.75,-10.87,0.64
2020-06-10,3190.139892578125,-27.57,-5.92,-10.97,0.58
2020-06-11,3002.10009765625,-40.79,-6.4,-11.55,0.47
2020-06-12,3041.31005859375,-36.09,-6.28,-11.45,0.52
2020-06-15,3066.590087890625,-34.4,-6.25,-11.48,0.52
2020-06-16,3124.739990234375,-33.67,-5.78,-11.13,0.54
2020-06-17,3113.489990234375,-33.47,-5.85,-11.14,0.55
2020-06-18,3115.340087890625,-32.94,-6.01,-11.32,0.52
2020-06-19,3097.739990234375,-35.12,-6.02,-11.3,0.51
2020-06-22,3117.860107421875,-31.77,-6.03,-11.32,0.52
2020-06-23,3131.2900390625,-31.37,-6.02,-11.34,0.54
2020-06-24,3050.330078125,-33.84,-6.23,-11.71,0.5
2020-06-25,3083.760009765625,-32.22,-6.3,-11.81,0.51
2020-06-26,3009.050048828125,-34.73,-6.41,-11.97,0.47
2020-06-29,3053.239990234375,-31.78,-6.52,-12.06,0.48
2020-06-30,3100.2900390625,-30.43,-6.44,-11.78,0.5
2020-07-01,3115.860107421875,-28.62,-6.33,-11.71,0.52
2020-07-02,3130.010009765625,-27.68,-6.17,-11.59,0.52
2020-07-06,3179.719970703125,-27.94,-6.03,-11.47,0.53
2020-07-07,3145.320068359375,-29.43,-6.04,-11.49,0.49
2020-07-08,3169.93994140625,-28.08,-6.06,-11.52,0.51
2020-07-09,3152.050048828125,-29.26,-6.14,-11.57,0.46
2020-07-10,3185.0400390625,-27.29,-6.14,-11.58,0.49
2020-07-13,3155.219970703125,-32.19,-6.01,-11.41,0.48
2020-07-14,3197.52001953125,-29.52,-6.03,-11.37,0.49
2020-07-15,3226.56005859375,-27.76,-5.81,-11.15,0.48
2020-07-16,3215.570068359375,-28.0,-5.76,-11.12,0.46
2020-07-17,3224.72998046875,-25.68,-5.74,-11.15,0.5
2020-07-20,3251.840087890625,-24.46,-5.54,-11.06,0.46
2020-07-21,3257.300048828125,-24.84,-5.33,-10.76,0.47
2020-07-22,3276.02001953125,-24.32,-5.28,-10.68,0.46
2020-07-23,3235.659912109375,-26.08,-5.26,-10.69,0.43
2020-07-24,3215.6298828125,-25.84,-5.29,-10.739999999999998,0.45
2020-07-27,3239.409912109375,-24.74,-5.24,-10.72,0.47
2020-07-28,3218.43994140625,-25.44,-5.27,-10.72,0.45
2020-07-29,3258.43994140625,-24.1,-5.15,-10.6,0.46
2020-07-30,3246.219970703125,-24.76,-5.14,-10.5,0.44
2020-07-31,3271.1201171875,-24.46,-5.16,-10.29,0.44
2020-08-03,3294.610107421875,-24.28,-5.08,-10.19,0.45
2020-08-04,3306.510009765625,-23.76,-5.13,-10.24,0.41
2020-08-05,3327.77001953125,-22.99,-5.04,-10.11,0.44
2020-08-06,3349.159912109375,-22.65,-5.06,-10.13,0.44
2020-08-07,3351.280029296875,-22.21,-5.06,-10.11,0.44
2020-08-10,3360.469970703125,-22.13,-5.09,-10.22,0.45
2020-08-11,3333.68994140625,-24.03,-5.03,-10.06,0.48
2020-08-12,3380.35009765625,-22.28,-5.1,-10.15,0.53
2020-08-13,3373.429931640625,-22.13,-5.16,-10.13,0.55
2020-08-14,3372.85009765625,-22.05,-5.26,-10.21,0.57
2020-08-17,3381.989990234375,-21.35,-5.29,-10.23,0.55
2020-08-18,3389.780029296875,-21.51,-5.26,-10.19,0.53
2020-08-19,3374.85009765625,-22.54,-5.25,-10.18,0.54
2020-08-20,3385.510009765625,-22.72,-5.28,-10.2,0.52
2020-08-21,3397.159912109375,-22.54,-5.25,-10.15,0.48
2020-08-24,3431.280029296875,-22.37,-5.17,-10.04,0.51
2020-08-25,3443.6201171875,-22.03,-5.07,-9.89,0.54
2020-08-26,3478.72998046875,-23.27,-5.02,-9.8,0.53
2020-08-27,3484.550048828125,-24.47,-4.98,-9.69,0.58
2020-08-28,3508.010009765625,-22.96,-5.0,-9.68,0.6
2020-08-31,3500.31005859375,-26.41,-5.02,-9.57,0.58
2020-09-01,3526.64990234375,-26.12,-4.97,-9.52,0.55
2020-09-02,3580.840087890625,-26.57,-4.93,-9.49,0.52
2020-09-03,3455.06005859375,-33.6,-5.04,-9.56,0.5
2020-09-04,3426.9599609375,-30.75,-5.13,-9.62,0.58
2020-09-08,3331.840087890625,-31.46,-5.25,-9.79,0.55
2020-09-09,3398.9599609375,-28.81,-5.16,-9.64,0.57
2020-09-10,3339.18994140625,-29.71,-5.16,-9.64,0.54
2020-09-11,3340.969970703125,-26.87,-5.21,-9.64,0.54
2020-09-14,3383.5400390625,-25.85,-5.18,-9.49,0.54
2020-09-15,3401.199951171875,-25.59,-5.14,-9.44,0.54
2020-09-16,3385.489990234375,-26.04,-5.07,-9.21,0.55
2020-09-17,3357.010009765625,-26.46,-5.14,-9.24,0.56
2020-09-18,3319.469970703125,-25.83,-5.16,-9.22,0.56
2020-09-21,3281.06005859375,-27.78,-5.42,-9.59,0.54
2020-09-22,3315.570068359375,-26.86,-5.45,-9.59,0.55
2020-09-23,3236.919921875,-28.58,-5.47,-9.63,0.54
2020-09-24,3246.590087890625,-28.51,-5.64,-9.8,0.53
2020-09-25,3298.4599609375,-26.38,-5.64,-9.79,0.54
2020-09-28,3351.60009765625,-26.19,-5.52,-9.62,0.53
2020-09-29,3335.469970703125,-26.27,-5.5,-9.5,0.55
2020-09-30,3363.0,-26.37,-5.41,-9.36,0.56
2020-10-01,3380.800048828125,-26.7,-5.36,-9.33,0.54
2020-10-02,3348.419921875,-27.63,-5.38,-9.31,0.57
2020-10-05,3408.60009765625,-27.96,-5.18,-9.15,0.64
2020-10-06,3360.969970703125,-29.48,-5.06,-9.06,0.62
2020-10-07,3419.43994140625,-28.06,-5.02,-8.97,0.65
2020-10-08,3446.830078125,-26.36,-4.97,-8.94,0.65
2020-10-09,3477.139892578125,-25.0,-4.92,-8.84,0.63
2020-10-12,3534.219970703125,-25.07,-4.92,-8.85,0.63
2020-10-13,3511.929931640625,-26.07,-4.88,-8.860000000000001,0.58
2020-10-14,3488.669921875,-26.4,-4.89,-8.790000000000001,0.59
2020-10-15,3483.340087890625,-26.97,-5.01,-8.919999999999998,0.6
2020-10-16,3483.81005859375,-27.41,-4.94,-8.84,0.62
2020-10-19,3426.919921875,-29.18,-4.91,-8.82,0.62
2020-10-20,3443.1201171875,-29.35,-4.9,-8.79,0.67
2020-10-21,3435.56005859375,-28.65,-4.91,-8.799999999999999,0.69
2020-10-22,3453.489990234375,-28.11,-4.88,-8.76,0.71
2020-10-23,3465.389892578125,-27.55,-4.87,-8.83,0.67
2020-10-26,3400.969970703125,-32.46,-5.03,-9.010000000000002,0.65
2020-10-27,3390.679931640625,-33.35,-5.06,-9.07,0.63
2020-10-28,3271.030029296875,-40.28,-5.29,-9.3,0.63
2020-10-29,3310.110107421875,-37.59,-5.25,-9.2,0.69
2020-10-30,3269.9599609375,-38.02,-5.25,-9.21,0.74
2020-11-02,3310.239990234375,-37.13,-5.25,-9.21,0.71
2020-11-03,3369.159912109375,-35.55,-5.07,-9.04,0.73
2020-11-04,3443.43994140625,-29.57,-4.79,-8.73,0.64
2020-11-05,3510.449951171875,-27.58,-4.59,-8.44,0.65
2020-11-06,3509.43994140625,-24.86,-4.67,-8.51,0.67
2020-11-09,3550.5,-25.75,-4.22,-7.780000000000001,0.79
2020-11-10,3545.530029296875,-24.8,-4.37,-7.93,0.79
2020-11-11,3572.659912109375,-23.45,-4.37,-7.92,0.79
2020-11-12,3537.010009765625,-25.35,-4.62,-8.120000000000001,0.71
2020-11-13,3585.14990234375,-23.1,-4.63,-8.09,0.72
2020-11-16,3626.909912109375,-22.45,-4.5,-7.88,0.72
2020-11-17,3609.530029296875,-22.71,-4.48,-7.859999999999999,0.69
2020-11-18,3567.7900390625,-23.84,-4.42,-7.799999999999999,0.72
2020-11-19,3581.8701171875,-23.11,-4.48,-7.88,0.68
2020-11-20,3557.5400390625,-23.7,-4.49,-7.870000000000001,0.67
2020-11-23,3577.590087890625,-22.66,-4.43,-7.77,0.7
2020-11-24,3635.409912109375,-21.64,-4.31,-7.56,0.72
2020-11-25,3629.64990234375,-21.25,-4.33,-7.520000000000001,0.71
2020-11-27,3638.35009765625,-20.84,-4.35,-7.51,0.68
2020-11-30,3621.6298828125,-20.57,-4.33,-7.41,0.68
2020-12-01,3662.449951171875,-20.77,-4.21,-7.24,0.75
2020-12-02,3669.010009765625,-21.17,-4.17,-7.130000000000001,0.79
2020-12-03,3666.719970703125,-21.28,-4.1,-7.000000000000001,0.76
2020-12-04,3699.1201171875,-20.79,-4.03,-6.85,0.81
2020-12-07,3691.9599609375,-21.3,-4.03,-6.8500000000000005,0.8
2020-12-08,3702.25,-20.68,-4.03,-6.840000000000001,0.78
2020-12-09,3672.820068359375,-22.27,-4.04,-6.75,0.79
2020-12-10,3668.10009765625,-22.52,-4.08,-6.809999999999999,0.78
2020-12-11,3663.4599609375,-23.31,-4.13,-6.84,0.79
2020-12-14,3647.489990234375,-24.72,-4.07,-6.72,0.77
2020-12-15,3694.6201171875,-22.89,-4.06,-6.670000000000001,0.81
2020-12-16,3701.169921875,-22.5,-4.06,-6.67,0.79
2020-12-17,3722.47998046875,-21.93,-4.05,-6.620000000000001,0.81
2020-12-18,3709.409912109375,-21.57,-4.03,-6.640000000000001,0.82
2020-12-21,3694.919921875,-25.16,-4.18,-6.84,0.82
2020-12-22,3687.260009765625,-24.23,-4.12,-6.75,0.8
2020-12-23,3690.010009765625,-23.31,-4.07,-6.690000000000001,0.83
2020-12-24,3703.06005859375,-21.53,-4.05,-6.68,0.81
2020-12-28,3735.360107421875,-21.7,-3.89,-6.390000000000001,0.81
2020-12-29,3727.0400390625,-23.08,-3.85,-6.4,0.82
2020-12-30,3732.0400390625,-22.77,-3.87,-6.37,0.81
2020-12-31,3756.070068359375,-22.75,-3.86,-6.299999999999999,0.8
2021-01-04,3700.64990234375,-26.97,-3.93,-6.359999999999999,0.82
2021-01-05,3726.860107421875,-25.34,-3.92,-6.35,0.83
2021-01-06,3748.139892578125,-25.07,-3.8,-6.15,0.9
2021-01-07,3803.7900390625,-22.37,-3.78,-6.18,0.94
2021-01-08,3824.679931640625,-21.56,-3.76,-6.02,0.99
2021-01-11,3799.610107421875,-24.08,-3.82,-6.109999999999999,1.01
2021-01-12,3801.18994140625,-23.33,-3.85,-6.08,1.01
2021-01-13,3809.840087890625,-22.21,-3.82,-6.04,0.96
2021-01-14,3795.5400390625,-23.25,-3.73,-5.889999999999999,0.99
2021-01-15,3768.25,-24.34,-3.74,-5.85,0.98
2021-01-19,3798.909912109375,-23.24,-3.71,-5.77,0.96
2021-01-20,3851.85009765625,-21.58,-3.67,-5.709999999999999,0.97
2021-01-21,3853.070068359375,-21.32,-3.65,-5.59,0.99
2021-01-22,3841.469970703125,-21.91,-3.75,-5.71,0.97
2021-01-25,3855.360107421875,-23.19,-3.75,-5.709999999999999,0.92
2021-01-26,3849.6201171875,-23.02,-3.74,-5.69,0.94
2021-01-27,3750.77001953125,-37.21,-3.85,-5.800000000000001,0.92
2021-01-28,3787.3798828125,-30.21,-3.76,-5.7,0.95
2021-01-29,3714.239990234375,-33.09,-3.79,-5.75,1.0
2021-02-01,3773.860107421875,-30.24,-3.83,-5.57,0.98
2021-02-02,3826.31005859375,-25.56,-3.75,-5.46,1.01
2021-02-03,3830.169921875,-22.91,-3.68,-5.35,1.04
2021-02-04,3871.739990234375,-21.77,-3.64,-5.34,1.04
2021-02-05,3886.830078125,-20.87,-3.58,-5.17,1.1
2021-02-08,3915.590087890625,-21.24,-3.54,-5.129999999999999,1.08
2021-02-09,3911.22998046875,-21.63,-3.51,-5.1,1.07
2021-02-10,3909.8798828125,-21.99,-3.51,-5.11,1.04
2021-02-11,3916.3798828125,-21.25,-3.5,-5.07,1.05
2021-02-12,3934.830078125,-19.97,-3.48,-5.07,1.09
2021-02-16,3932.590087890625,-21.46,-3.41,-4.97,1.17
2021-02-17,3931.330078125,-21.5,-3.44,-4.97,1.18
2021-02-18,3913.969970703125,-22.49,-3.46,-5.01,1.18
2021-02-19,3906.7099609375,-22.05,-3.41,-4.949999999999999,1.23
2021-02-22,3876.5,-23.45,-3.44,-4.95,1.26
2021-02-23,3881.3701171875,-23.11,-3.47,-4.949999999999999,1.26
2021-02-24,3925.429931640625,-21.34,-3.42,-4.87,1.26
2021-02-25,3829.340087890625,-28.89,-3.42,-4.879999999999999,1.37
2021-02-26,3811.14990234375,-27.95,-3.52,-4.970000000000001,1.3
2021-03-01,3901.820068359375,-23.35,-3.54,-5.23,1.32
2021-03-02,3870.2900390625,-24.1,-3.53,-5.22,1.29
2021-03-03,3819.719970703125,-26.67,-3.51,-5.13,1.33
2021-03-04,3768.469970703125,-28.57,-3.54,-5.129999999999999,1.4
2021-03-05,3841.93994140625,-24.66,-3.6,-5.16,1.42
2021-03-08,3821.35009765625,-25.47,-3.57,-5.07,1.42
2021-03-09,3875.43994140625,-24.03,-3.62,-5.05,1.38
2021-03-10,3898.81005859375,-22.56,-3.63,-5.07,1.37
2021-03-11,3939.340087890625,-21.91,-3.52,-4.91,1.4
2021-03-12,3943.340087890625,-20.69,-3.55,-4.93,1.5
2021-03-15,3968.93994140625,-20.03,-3.55,-4.9,1.48
2021-03-16,3962.7099609375,-19.79,-3.55,-4.82,1.47
2021-03-17,3974.1201171875,-19.23,-3.65,-5.02,1.5
2021-03-18,3915.4599609375,-21.58,-3.66,-5.09,1.55
2021-03-19,3913.10009765625,-20.95,-3.67,-5.120000000000001,1.58
2021-03-22,3940.590087890625,-18.88,-3.58,-4.960000000000001,1.54
2021-03-23,3910.52001953125,-20.3,-3.57,-4.94,1.48
2021-03-24,3889.139892578125,-21.2,-3.51,-4.87,1.48
2021-03-25,3909.52001953125,-19.81,-3.53,-4.93,1.49
2021-03-26,3974.5400390625,-18.86,-3.48,-4.9,1.53
2021-03-29,3971.090087890625,-20.74,-3.43,-4.8,1.59
2021-03-30,3958.550048828125,-19.61,-3.44,-4.870000000000001,1.57
2021-03-31,3972.889892578125,-19.4,-3.36,-4.86,1.58
2021-04-01,4019.8701171875,-17.33,-3.33,-4.83,1.52
2021-04-05,4077.909912109375,-17.91,-3.25,-4.720000000000001,1.56
2021-04-06,4073.93994140625,-18.12,-3.25,-4.69,1.51
2021-04-07,4079.949951171875,-17.16,-3.22,-4.68,1.52
2021-04-08,4097.169921875,-16.95,-3.21,-4.64,1.5
2021-04-09,4128.7998046875,-16.69,-3.24,-4.72,1.51
2021-04-12,4127.990234375,-16.91,-3.24,-4.73,1.51
2021-04-13,4141.58984375,-16.65,-3.32,-4.800000000000001,1.48
2021-04-14,4124.66015625,-16.99,-3.25,-4.720000000000001,1.48
2021-04-15,4170.419921875,-16.57,-3.25,-4.76,1.4
2021-04-16,4185.47021484375,-16.25,-3.22,-4.72,1.43
2021-04-19,4163.259765625,-17.29,-3.25,-4.73,1.45
2021-04-20,4134.93994140625,-18.68,-3.35,-4.8,1.43
2021-04-21,4173.419921875,-17.5,-3.34,-4.82,1.42
2021-04-22,4134.97998046875,-18.71,-3.34,-4.83,1.41
2021-04-23,4180.169921875,-17.33,-3.29,-4.78,1.42
2021-04-26,4187.6201171875,-17.64,-3.26,-4.75,1.4
2021-04-27,4186.72021484375,-17.56,-3.24,-4.75,1.46
2021-04-28,4183.18017578125,-17.28,-3.26,-4.699999999999999,1.46
2021-04-29,4211.47021484375,-17.61,-3.24,-4.67,1.49
2021-04-30,4181.169921875,-18.61,-3.28,-4.859999999999999,1.49
2021-05-03,4192.66015625,-18.31,-3.27,-4.78,1.47
2021-05-04,4164.66015625,-19.48,-3.32,-4.8,1.45
2021-05-05,4167.58984375,-19.15,-3.29,-4.75,1.43
2021-05-06,4201.6201171875,-18.39,-3.3,-4.73,1.42
2021-05-07,4232.60009765625,-16.69,-3.27,-4.73,1.46
2021-05-10,4188.43017578125,-19.66,-3.26,-4.73,1.47
2021-05-11,4152.10009765625,-21.84,-3.36,-4.84,1.48
2021-05-12,4063.0400390625,-27.59,-3.34,-4.84,1.53
2021-05-13,4112.5,-23.13,-3.37,-4.859999999999999,1.5
2021-05-14,4173.85009765625,-18.81,-3.35,-4.8100000000000005,1.47
2021-05-17,4163.2900390625,-19.72,-3.35,-4.8,1.48
2021-05-18,4127.830078125,-21.34,-3.35,-4.7700000000000005,1.48
2021-05-19,4115.68017578125,-22.18,-3.4,-4.88,1.52
2021-05-20,4159.1201171875,-20.67,-3.42,-4.87,1.48
2021-05-21,4155.85986328125,-20.15,-3.37,-4.85,1.46
2021-05-24,4197.0498046875,-18.4,-3.37,-4.82,1.46
2021-05-25,4188.1298828125,-18.84,-3.34,-4.779999999999999,1.41
2021-05-26,4195.990234375,-17.36,-3.35,-4.8100000000000005,1.44
2021-05-27,4200.8798828125,-16.74,-3.3,-4.75,1.47
2021-05-28,4204.10986328125,-16.76,-3.29,-4.640000000000001,1.44
2021-06-01,4202.0400390625,-17.9,-3.33,-4.77,1.46
2021-06-02,4208.1201171875,-17.48,-3.31,-4.75,1.46
2021-06-03,4192.85009765625,-18.04,-3.28,-4.710000000000001,1.47
2021-06-04,4229.89013671875,-16.42,-3.28,-4.69,1.42
2021-06-07,4226.52001953125,-16.42,-3.27,-4.620000000000001,1.41
2021-06-08,4227.259765625,-17.07,-3.26,-4.58,1.39
2021-06-09,4219.5498046875,-17.89,-3.22,-4.57,1.34
2021-06-10,4239.18017578125,-16.1,-3.23,-4.54,1.31
2021-06-11,4247.43994140625,-15.65,-3.21,-4.52,1.31
2021-06-14,4255.14990234375,-16.39,-3.17,-4.459999999999999,1.35
2021-06-15,4246.58984375,-17.02,-3.17,-4.5,1.35
2021-06-16,4223.7001953125,-18.15,-3.12,-4.470000000000001,1.36
2021-06-17,4221.85986328125,-17.75,-3.15,-4.51,1.29
2021-06-18,4166.4501953125,-20.7,-3.18,-4.56,1.19
2021-06-21,4224.7900390625,-17.89,-3.14,-4.539999999999999,1.23
2021-06-22,4246.43994140625,-16.66,-3.15,-4.5200000000000005,1.23
2021-06-23,4241.83984375,-16.32,-3.13,-4.49,1.24
2021-06-24,4266.490234375,-15.97,-3.08,-4.43,1.23
2021-06-25,4280.7001953125,-15.62,-3.04,-4.36,1.26
2021-06-28,4290.60986328125,-15.76,-3.05,-4.39,1.24
2021-06-29,4291.7998046875,-16.02,-3.03,-4.36,1.22
2021-06-30,4297.5,-15.83,-3.04,-4.359999999999999,1.2
2021-07-01,4319.93994140625,-15.48,-3.02,-4.289999999999999,1.23
2021-07-02,4352.33984375,-15.07,-3.04,-4.300000000000001,1.2
2021-07-06,4343.5400390625,-16.44,-3.05,-4.3100000000000005,1.15
2021-07-07,4358.1298828125,-16.2,-3.05,-4.31,1.11
2021-07-08,4320.81982421875,-19.0,-3.14,-4.42,1.11
2021-07-09,4369.5498046875,-16.18,-3.07,-4.39,1.14
2021-07-12,4384.6298828125,-16.17,-3.05,-4.34,1.15
2021-07-13,4369.2099609375,-17.12,-3.04,-4.41,1.16
2021-07-14,4374.2998046875,-16.33,-3.1,-4.45,1.14
2021-07-15,4360.02978515625,-17.01,-3.14,-4.5200000000000005,1.08
2021-07-16,4327.16015625,-18.45,-3.18,-4.5600000000000005,1.06
2021-07-19,4258.490234375,-22.5,-3.44,-4.87,0.98
2021-07-20,4323.06005859375,-19.73,-3.38,-4.79,1.03
2021-07-21,4358.68994140625,-17.91,-3.24,-4.65,1.08
2021-07-22,4367.47998046875,-17.69,-3.24,-4.67,1.07
2021-07-23,4411.7900390625,-17.2,-3.22,-4.64,1.08
2021-07-26,4422.2998046875,-17.58,-3.21,-4.6,1.07
2021-07-27,4401.4599609375,-19.36,-3.27,-4.68,1.05
2021-07-28,4400.64013671875,-18.31,-3.26,-4.75,1.06
2021-07-29,4419.14990234375,-17.7,-3.23,-4.67,1.08
2021-07-30,4395.259765625,-18.24,-3.26,-4.72,1.05
2021-08-02,4387.16015625,-19.46,-3.36,-4.98,1.03
2021-08-03,4423.14990234375,-18.04,-3.42,-5.07,1.02
2021-08-04,4402.66015625,-17.97,-3.42,-5.14,1.02
2021-08-05,4429.10009765625,-17.28,-3.37,-5.119999999999999,1.02
2021-08-06,4436.52001953125,-16.15,-3.32,-5.1,1.1
2021-08-09,4432.35009765625,-16.72,-3.34,-5.109999999999999,1.1
2021-08-10,4436.75,-16.79,-3.32,-5.08,1.12
2021-08-11,4442.41015625,-16.06,-3.37,-5.13,1.12
2021-08-12,4460.830078125,-15.59,-3.34,-5.09,1.13
2021-08-13,4468.0,-15.45,-3.36,-5.11,1.06
2021-08-16,4479.7099609375,-16.12,-3.38,-5.109999999999999,1.05
2021-08-17,4448.080078125,-17.91,-3.37,-5.08,1.03
2021-08-18,4400.27001953125,-21.57,-3.35,-5.06,1.04
2021-08-19,4405.7998046875,-21.67,-3.42,-5.16,1.02
2021-08-20,4441.669921875,-18.56,-3.37,-5.16,1.03
2021-08-23,4479.52978515625,-17.15,-3.34,-5.119999999999999,1.02
2021-08-24,4486.22998046875,-17.22,-3.26,-5.06,1.05
2021-08-25,4496.18994140625,-16.79,-3.22,-4.94,1.12
2021-08-26,4470.0,-18.84,-3.2,-4.93,1.09
2021-08-27,4509.3701171875,-16.39,-3.17,-4.83,1.09
2021-08-30,4528.7900390625,-16.19,-3.16,-4.85,1.09
2021-08-31,4522.68017578125,-16.48,-3.21,-5.09,1.1
2021-09-01,4524.08984375,-16.11,-3.19,-5.050000000000001,1.11
2021-09-02,4536.9501953125,-16.41,-3.16,-5.0600000000000005,1.09
2021-09-03,4535.43017578125,-16.41,-3.14,-4.99,1.12
2021-09-07,4520.02978515625,-18.14,-3.16,-5.039999999999999,1.16
2021-09-08,4514.06982421875,-17.96,-3.16,-5.03,1.13
2021-09-09,4493.27978515625,-18.8,-3.15,-5.039999999999999,1.07
2021-09-10,4458.580078125,-20.95,-3.11,-5.05,1.12
2021-09-13,4468.72998046875,-19.37,-3.09,-5.0,1.12
2021-09-14,4443.0498046875,-19.46,-3.11,-4.98,1.07
2021-09-15,4480.7001953125,-18.18,-3.08,-4.93,1.1
2021-09-16,4473.75,-18.69,-3.06,-4.93,1.11
2021-09-17,4432.990234375,-20.81,-3.04,-4.89,1.14
2021-09-20,4357.72998046875,-25.71,-3.23,-5.18,1.08
2021-09-21,4354.18994140625,-24.36,-3.17,-5.1,1.11
2021-09-22,4395.64013671875,-20.87,-3.09,-5.049999999999999,1.07
2021-09-23,4448.97998046875,-18.63,-3.03,-4.9,1.14
2021-09-24,4455.47998046875,-17.75,-3.05,-4.91,1.18
2021-09-27,4443.10986328125,-18.76,-3.06,-4.94,1.17
2021-09-28,4352.6298828125,-23.25,-3.13,-4.98,1.23
2021-09-29,4359.4599609375,-22.56,-3.09,-4.88,1.25
2021-09-30,4307.5400390625,-23.14,-3.15,-5.1000000000000005,1.24
2021-10-01,4357.0400390625,-21.15,-3.2,-5.11,1.21
2021-10-04,4300.4599609375,-22.96,-3.21,-5.119999999999999,1.22
2021-10-05,4345.72021484375,-21.3,-3.17,-5.1000000000000005,1.26
2021-10-06,4363.5498046875,-21.0,-3.29,-5.26,1.23
2021-10-07,4399.759765625,-19.54,-3.19,-5.12,1.26
